Veso	speaks	It's Veso, most lucrative and sagacious visionary. Yes, I can try. There's a trace conduit nearby, I can bypass it--
Alad V	speaks	--Great, yes, do your thing. There's a nice bonus in it if you can.
Veso	speaks	Hmm. A Breacher Moa could clear that debris. Wonder if the robotics dispenser still functional?
Veso	speaks	Aah! Why are you shooting at me?
Veso	speaks	Sir! Veso, here. Our robotics have gone rogue... the Sentients must have latched the grid!
Alad V	speaks	Someone has, yes. I'll pull some meat-crews to cover you. Just get me that override... um?
Veso	speaks	Veso. Right. I've got a datapad, secure robot dispenser access... and a Plinx. Right.
Veso	speaks	A functioning shield drone dispenser? Oh, thank Profit.
Veso	speaks	My shields should hold up, if I'm fast.
Veso	speaks	There is no shame in maximizing my shields and just running.
Veso	speaks	No point trying to shoot my way through this.
Veso	speaks	Their shields are too strong to shoot through. Maybe if I boosted mine somehow.
Veso	speaks	How many hostiles ahead? I can't do this! Unless... I get a Striker Moa.
Veso	speaks	Turrets look a little less scary now that I've got a Striker Moa.
Veso	speaks	Hello again, turrets. I've brought a friend this time.
Alad V	speaks	If I don't stand down fire control soon, we'll all be sucking vacuum! Teko! What's taking so long?
Veso	speaks	Sir? You want to disengage fire control from the fleet? I... I don't understand.
Alad V	speaks	Look outside! We'll all about to be under new management! Now do your part or I'll find a more forward-thinking replacement.
Veso	speaks	There has to be a way to protect that Breacher Moa.
Veso	speaks	What if I shield that Moa?
Alad V	speaks	Our... uh... victory is ever-nearer, crew! Your service and sacrifice will be richly rewarded, yes!
Alad V	speaks	You see. This is why we need that command override back. The board just can't face reality. So what's your plan, Teso?
Veso	speaks	Plan? You mean, I have to... Okay. I guess... hit him in the knees? Trigger his a-attack routine? That should leave his shields vulnerable. In theory...
Alad V	speaks	Clever. Get to it.
Veso	speaks	Am... am I a traitor to the Board? Yes sir.
Veso	speaks	All his power is going into his attack. Shields vulnerable. Beams incredibly dangerous!
Veso	speaks	Got to blast those shields while I can!
Veso	speaks	Drain those shields and that will force his self-repair routine.
Veso	speaks	Need to shield that Breacher Moa.
Veso	speaks	No no, he got blown up too soon!
Alad V	speaks	Just in time, too! Our new management is about to pay a personal visit. Be quick; I've got to stand down fire when they dock with us! Well done, Viko!
Veso	speaks	Go!
Alad V	speaks	Attention crew, stand down, all stations. You'll be pleased to know that I, Alad V. have negotiated a peaceful... and profitable... transfer of power to our new--
Veso	speaks	--Fleet control...
Veso	speaks	Firing sync reengaged. Authorization: Corpus Tech First Class Veso-R. Take your shot. For Profit.
Teshin	speaks	The enemy's eye turns upon our allies. Quickly. Press onward.
Operator	speaks	We're through the perimeter. You're sure about this? It should be me.
Teshin	speaks	No, Tenno. Your Warframe will be useless until I clear the Orphix fields. Then we will meet inside.
Operator	speaks	Teshin. What if the Lotus won't...
Teshin	speaks	If I must... I can make the harder choice.
Erra	speaks	How tediously human. A slapdash alliance making a feeble last stand. IF you all crave death in a final flash of glory - I am more than happy to oblige.
Cephalon Cy	speaks	Boarding party intends to sabotage this ship. Stop them.
Cephalon Cy	speaks	Intruders cleared.
Operator	speaks	Cy, Charge the slingshot.
Cephalon Cy	speaks	You will need to get closer to your mother's ship.
Operator	speaks	Huh? Did you just--
Cephalon Cy	speaks	Squadron incoming. The enemy is wise to our diversion.
Cephalon Cy	speaks	If hull integrity continues to drop this will be a one-way trip.
Cephalon Cy	speaks	Mothership in range. Problem: Slingshot damaged. Crew, hold postion while I route a bypass.
Erra	speaks	Do you think there's a shred of Lotus left in Natah? All this time, it's been dying. A tumor scorched from its rotting hole.
Cephalon Cy	speaks	Slingshot patched. Ready to launch.
Operator	speaks	Teshin... I'll be awaiting... so I can bring her home.
Teshin	speaks	I'll clear the Orphix, and we'll do it together.
Cephalon Cy	speaks	Deploying Teshin Dax. Cephalon Ordis to assist.
Teshin	speaks	Wait, I do not need...
Teshin	speaks	Orphix fields will be scattered--
Ordis	speaks	The Orphix fields will be scattered deep in the ship. Ordis can help you triangulate them--
Teshin	speaks	--Quiet!
Ordis	speaks	I'm only trying to--
Teshin	speaks	--I don't need your help. Switch off!
Teshin	speaks	(grumbles)
Ordis	speaks	Ah! Please excuse Ordis.
Ordis	speaks	Grineer! Oh my. Ordis wonders what we are getting into.
Ordis	speaks	Observation: a power field requires a power source.
Teshin	speaks	Hmm? Ordis...
Ordis	speaks	Yes? Would you like me to dephase that for you?
Teshin	speaks	(grumbles)
Ordis	speaks	Swing away, Teshin.
Ballas	speaks	The Devil sends their relic to do the deed. But then... we're both relics aren't we, old man?
Teshin	speaks	You shouldn't have come here. You've ruined us both.
Ordis	speaks	Teshin? Are you - LOSING IT - feeling unwell?
Ordis	speaks	Ordis is still happy to help!
Teshin	speaks	Too easy.
Ballas	speaks	The Tenno freed you from your oath, did they? Does that absolve them of their sins?
Ordis	speaks	Just one left, and Ordis will be able to safely signal the Operator to join!
Teshin	speaks	I will decide when it is safe.
Ballas	speaks	She and her void brood toppled a golden age of order and honor. Do you really believe this chaos is freedom?
Ordis	speaks	Almost done, Teshin
Ordis	speaks	Orphix fields are disabled. The Operator should be cleared to board.
Teshin	speaks	No. Too easy. Let me nudge the snares first.
Ballas	speaks	That's it. Come to me, old man. I am eager to show you how this war ends. Not with brutality, but with hope. Not with lies, but truth. A truth for all who are strong enough to believe. Even you.
Ballas	speaks	Wake up, sleepyhead.
Ballas	speaks	You're going to want to see this. Watch the Veil do its work.
Erra	speaks	Call out, Dax.
Teshin	speaks	Cool water flows. The moon, behind a cloud.
Teshin	speaks	(grunts)
Teshin	speaks	... No!
Ballas	speaks	He'll give in soon. They all will... and this war will be over before it even begins. Not with bombs and blood... but with truth. They programmed you and your kind. Now it is our turn to program them.
Erra	speaks	Summon your devil. It's time.
Teshin	speaks	Why? No! No! Valeria!
Ballas	speaks	See the Veil work. Turning his memories inside out. Making him see the things he's lost. Putting pain where it serves us. A lost love, perhaps... her life, cut short by the very Tenno he had sworn to protect.
Erra	speaks	Call out, old man. Give her justice, give her peace!
Teshin	speaks	I-I can... see her... Tenno... why???
Erra	speaks	One for the reject pile, then.
Ballas	speaks	Goodbye, my love.
Natah	speaks	Let me go, child. Let me go.
Operator	speaks	I can't! I won't.
Operator	speaks	(struggles)
Ballas	speaks	You cannot kill the devil, Tenno!
Operator	speaks	(struggles)
Ballas	speaks	...but you can send it back to hell!
Operator	speaks	(grunts)
Operator	speaks	(struggles)
Operator	speaks	(winces)
Teshin	speaks	(grunts)
Ballas	speaks	All... as one.
Ballas	speaks	I stand before you... last of my kind. An orphan of Tenno massacres. But their violence did not end with me, did it? It carried on... to all of you.
Ballas	speaks	Grineer languished in their torture-plexes. Ostron clades starved for Tenno tithe. Corpus pupils weeping Tenno praise under blade. Solaris souls blackened the skies of Tenno foundries.
Ballas	speaks	But now is our time. An era of peace and security. The devils have been cast out. And by the Void... the Tenno shall never return!
Ostron	speaks	No! No! Kruna metta! Please!
Ballas	speaks	Ostron clades starved for Tenno tithe.
Ostron	speaks	All as-- There! APOSTASY!
Ostron	speaks	All as one. All as one. All as-
Male Ostron	speaks	Dah-dap, surah. Dah-dap.
Male Ostron	speaks	Help the others. Kruna-metta.
Male Ostron	speaks	Dah-dap. Sho-la.
Male Ostron	speaks	Never will I submit to Narmer.
Male Ostron	speaks	Dah-dap.
Female Ostron	speaks	The Unum, did she send you? Does she live?
Female Ostron	speaks	You will rescue the others, yes?
Female Ostron	speaks	Do not succumb to the mask, surah. She gives, we live.
Female Ostron	speaks	Do not concern yourself with me, surah.
Female Ostron	speaks	Kruna-metta. My family, I must find them.
Female Ostron	speaks	Release me, utz.
Female Ostron	speaks	Ai yo.
Ballas	speaks	All as one.
Ballas	speaks	A nightmare is over. Finally we see clearly. Finally we speak freely.
Ballas	speaks	Savor the taste of liberty my friends. Don't ever relax your vigilance. All as one.
Ballas	speaks	Future generations won't remember the Tenno oppression, but we do.
Ballas	speaks	We bear the scars, we mourn the dead, and we must never allow ourselves to forget. All as one.
Ballas	speaks	To those few who have yet to embrace Narmer, hear this: we understand.
Ballas	speaks	We see your fear, your hesitation, and we say come into the warm.
Ballas	speaks	To those who imagined that any shall be rejected, hear this: there is room for you too, in this better world.
Ballas	speaks	But come sooner rather than later, for our pity shall only last so long. All as one.
Ballas	speaks	They breed in the midnight places. A pestilence. You have known them of old. Told tales of their evil.
Ballas	speaks	Stand strong. Stand together.
Ballas	speaks	One cord alone may snap, but a rope woven of many cords may bind. All must do their part. All as one.
Ballas	speaks	I saw a system divided, and I brought unity. I went over the orphans of war, and I brought peace.
Ballas	speaks	My ears rang with a cacophany of chaos and I said: Be still.
Ballas	speaks	This bounty I give to you freely. Not the spoils of conquest, nor the profit of trade, but the gift of a loving father. All as one.
Ballas	speaks	Just as a crystal lens first brought the heavenly bodies within the sight of man, so does the Veil show us the world as it truly is.
Ballas	speaks	Seek out those who still walk within the smoke of confusion, and cry aloud for comfort. Take their hands and guide them into the light. All as one.
Ballas	speaks	There are those who hate and fear the truth. And well they might. For the truth is a surgeon's scalpel and has no mercy for what is foul and diseased.
Ballas	speaks	Purge, and purge again, until only the truth remains. All as one.
Nora Night	speaks	How long's it been, since the Tenno left without sayin' goodbye? Since Narmer and the masks? Since the truth became a luxury few can lay their hands on? Whoever's picked up the mantle the Tenno dropped, driftin' wild, poppin' masks and loosin' bonds, whoever you may be, we salute you. Drifter.
Drifter	speaks	Hey! Gimme that.
Drifter	speaks	Alright... alright. Good to see you too.
Drifter	speaks	What do you think, Ordis?
Ordis	speaks	What do I think? I think --FINISH HER-- this is torture. What's left of her is just... just wasting away. We've tried everything. I have no 'care and feeding of Eidolons' in my data arrays. We don't know what we're dealing with.
Drifter	speaks	No, we don't. But you know someone that does.
Ordis	speaks	I know someone that--?! Wait. Operator, you can't be serious!
Drifter	speaks	I told you. Don't call me that.
Ordis	speaks	Sorry, Op-- Sorry. If you want to get to the Outer systems past Narmer, we'll need a Corpus shuttle.
Ordis	speaks	Vox Solaris collapsed under Narmer. You're on your own here. Keep your head down and get topside as quick as you can.
Ordis	speaks	Wait. Deacons. They'll sense if you're not veiled. Give them a wide berth, or you'll be sucking black ooze before long.
Ordis	speaks	Avoid the Deacons, or they'll seal you in!
Drifter	speaks	All as one.
Drifter	speaks	All as one.
Drifter	speaks	All as one.
Solaris Male	speaks	All as one.
Little Duck	speaks	Allo allo - missing your brain-buster then?
Ordis	speaks	Ignore her. We can't risk it.
Little Duck	speaks	Hah! Can't risk what? Jank-ciphered comms? Already blew it. But listen, if you're here to muck with Narmer, I'm keen to lift with ya.
Drifter	speaks	'Eh, need a ship, Corpus tags.
Little Duck	speaks	Then you'll be wanting to pay a visit to that bleeding brain-buster factory. I know a shortcut. Might grab yourself a K-Drive if you've got the legs for it.
Little Duck	speaks	Name's Little Duck. And you... you must be that stick in the spokes I've heard about. You weren't in with the Tenno back in the day, were ya?
Drifter	speaks	Something like that.
Little Duck	speaks	Fresh shipment of brain-busters... and there's one with your name on it. See... security's lax on account of how the only way inside is wearing one of those sticky things.
Ordis	speaks	What? Op-- you-- you don't know what effect it will have on you. There's got to be a better way.
Little Duck	speaks	'Fraid not.
Little Duck	speaks	Pops my plugs to think that some people take the veil by choice! Warm lies are more comfort than cold, hard truths, eh?
Little Duck	speaks	Ready? Veil up, and I'll mark the shuttle uplink once you're inside. Think happy thoughts, yeah?
Lotus	speaks	My child... so beautiful to behold. How do you feel?
Lotus	speaks	We found you within the derelict Zariman. Feral. Evil. Void in your heart... but Ballas... he saw a lost child in need of a father. As you recovered, he noticed me less and less. What good was I to him if you weren't sick?
Lotus	speaks	I loved him, but he only loved you. The stasis dreams were the only choice I had. Your Zariman dreams of mother, father... I made them nightmares.
Lotus	speaks	And it worked. You began to see Ballas not as the father, but as the phantom of your nightmares. He confined in me. The deeper your madness, the deeper our love. Ballas was mine.
Little Duck	speaks	Blending in nice, but I'd still give those Deacons a wide berth. Did you know they can detonate those veils if they smell a rat?
Little Duck	speaks	Ya shammin' brainless real nice, but I'd still give those Deacons a wide berth. They smell a rat, your Veil[sic] detonates. Take your whole face off an' no mistake.
Ordis	speaks	Are you serious?! It didn't occur to you that you might want to mention that before we put one ON!?
Little Duck	speaks	It did. And I didn't. Needed you focused.
Lotus	speaks	But he could not be deceived for long. He saw through my deception, and my judgment was swift and true. He cradled you in his arms, saying: 'Child--'
Ballas	speaks	--Child, my child, forgive me. Wake from this horrid dream of hers. The world outside is waiting for you. These horrors of Zariman... are lies only to hold you ill. I... love you.
Drifter	speaks	I can't...
Little Duck	speaks	Oi! Focus! Jab that console, quick!
Little Duck	speaks	Ah, guts! You've been rumbled! Right, leg it out the back before ya mumblin' with the rest! I've sorted your ship... and a little nugget for myself while I was there.
Little Duck	speaks	Ah... takes me back to the good old Tenno days... expect those brain-busters might be on backorder for a while. Been a pleasure lifting with you, Drifter.
Nora Night	speaks	Lovers... holdouts... I just got word on the wave. Narmhead factory got hit. No doubt the handiwork of that Drifter we've been hearing about. Feels good to have a little bit of truth in the world.
Ordis	speaks	Navigation is marked... but I hope you change your mind.
Ordis	speaks	This confirms that you are clearly insane.
Drifter	speaks	Peas in a filo-pod, Ordis. Stay close... in case I come to my senses.
Disciple Ka-Nuteru	speaks	Exalted: the dissident remains entrenched in the shadows below. The sea runs crimson with the blood of our faithful. But... I will prevail. In Narmer's name. All as one.
Disciple Ka-Nuteru	speaks	The unclean spirit thins our herd from the shadows. It will not matter. My faith is too strong. The light of Narmer will bring it the truth. All as one.
Disciple Ka-Nuteru	speaks	Only... only I remain. A test of my faith in trembling light. But! I am not afraid. Ballas will save me, his love is within me! All as One. All... as...
Hunhow	speaks	Even the Golden Lord of Lies cannot kill you, Tenno.
Drifter	speaks	She lives, Hunhow.
Hunhow	speaks	No. She only lingers... and without her kind, not for long. Their search for her remains has long since begun. The Shadow can dispatch you swiftly. A mercy. The Archons will not...
Drifter	speaks	What do they want?
Hunhow	speaks	The same as you... to raise the dead. Only they have the power to do it... unlike you.
Hunhow	speaks	You are just as incomplete as she is. No metal beasts. No Void fury. They will snap you in half and plant a veil on your face.
Drifter	speaks	Not if you help me.
Hunhow	speaks	Help you? Of course. What are friends for? Let me explain what you are up against, 'friend'. You see the Archons [...]
Hunhow	speaks	[...] were made by my son, Erra. Hybrid abominations of the Old War... raised from the blighted battlefields where Sentient and Warframe fell.
Drifter	speaks	Is that an Owl?
Hunhow	speaks	The Owl is named Boreal. His trident strikes from a great distance... deadly, chaotic arcs. One might avoid them with a keen eye if you can anticipate their faint threads before.
Hunhow	speaks	Even the very ground you walk upon will become Boreal's weapon. He may have a weakness at this moment, but it is not obvious.
Hunhow	speaks	Worst of all is the paralyzing screech. Terrifying, yet this moment is your only chance to close in, unseen, and strike.
Drifter	speaks	What do they call The[sic] Wolf?
Hunhow	speaks	Amar. He will gnash his fang-blade, filling the air with deadly coils of flame.
Hunhow	speaks	Survive the flame, and you might see frenzy. A relentless fury of slashes. Only the greatest of force will subdue him in this.
Hunhow	speaks	Should he howl, the pack will appear. Mirrors of himself, meant to confuse. Only the true eye can distinguish the alpha among them.
Drifter	speaks	I've seen the Snake before.
Hunhow	speaks	You know Nira. The eldest. Her whip cracks with an Eidolon's wrath... bone-shattered shockwaves unleached by every unfurling of its tip.
Hunhow	speaks	Her whip is more than pain; it is protection. And more... for if you stand in awe of its spiral, the great thunderclap that follows will knock you senseless. Though... she may be diminished somewhat by this exertion.
Hunhow	speaks	And her gaze. To meet her gaze is certain death. Only by turning away would you hope to survive.
Hunhow	speaks	Vainglorious whelp. That's it? Off you go to die? You have nothing to fight these beasts with! I cannot guess how many lives a Tenno has, but you seem eager to lose another.
Drifter	speaks	I've got work to do. You can lay here all you want, doing nothing, wallowing in ancient grudges. She chose the Tenno. But Ballas and your groveling son... they used her. They'll do it again and again. Burning her up for whatever suits them and tossing the ashes when they're done. They cannot have her.
Hunhow	speaks	Tenno. Wait.
Hunhow	speaks	I have wallowed here, it is true, fading in this deep hole, waiting to die... but without release. Held here by a purpose I cannot abandon. That she... is free. So no. They cannot have her. But hear me - even if I help you, even if by some miracle you succeed... she will not be the same. Even for us... death... leaves a mark. Do you understand?
Drifter	speaks	I understand.
Hunhow	speaks	A weapon as old as those you hunt. Nataruk.
Hunhow	speaks	If you are worthy of Nataruk, you won't mind a little test, will you?
Hunhow	speaks	Nataruk can fire fast and true... But you will need to time your release with the weapon's rhythm if you hope to pierce the blighted skin of an Archon.
Hunhow	speaks	Archons will raise the dead to swarm you. But Nira is not the only one to call thunder.
Hunhow	speaks	Even the mighty Archons will have their weaknesses, but not always exposed. You may need to wait to observe to find your opportunity.
Hunhow	speaks	You are quick to it. But facing the Archon will not be as easy. You must study and prepare.
Ordis	speaks	Oper- Uh... You. You're alive! I can hardly believe it. He actually agreed to help?
Drifter	speaks	Yeah... bastard even gave me homework.
Ballas	speaks	You cannot kill the devil, Tenno! ...but you can send it back to hell!
Cephalon Melica	speaks	Quiet down, please. Stand for pledges.
Zariman Students	speaks	By the glory and wisdom of the Seven I give my life--
Jenva	speaks	You wanna get detention again?
Zariman Students	speaks	--To carry the sacred light of our dominion into the deepest dark. In this... we are one.
Cephalon Melica	speaks	Save all that chitter chatter for Tau! Our jump schedule has changed again so we're moving exams up with it! Everyone has studied their Temporal Axioms unit I assume?
Mathon	speaks	T.A.? But we were meant to have Phasics!
Cephalon Melica	speaks	By my precepts, I've never had such an enthusiastic group of students! Now. Eyes of the main screen, and pay close attention!
Euleria Entrati	speaks	Temporal Axioms - Unit 6. The Prison of Linear Time.
Euleria Entrati	speaks	Presentism, the obsolete theory of linear time, posits that now is all that is real.
Euleria Entrati	speaks	In this frame, the Present Absolute, the now, moves constantly toward the future.
Jenva	speaks	When are we ever gonna use this stuff?
Euleria Entrati	speaks	And leaves the static past behind, discarded, consigned to unreality.
Euleria Entrati	speaks	The future remains to be discovered, but is less real than even the past.
Euleria Entrati	speaks	We see the shadows on the cave wall but not the hands that cast them.
Euleria Entrati	speaks	The Void offers humanity the truer telling of Eternalism. That now is merely a facet of a great block.
Mathon	speaks	My head hurts...
Euleria Entrati	speaks	It is relative... and we can change the frame.
Euleria Entrati	speaks	The tyranny of the Present Absolute is overthrown. Tomorrow is now its equal.
Cephalon Melica	speaks	Students, eyes on your own screen.
Euleria Entrati	speaks	Question One. Which of the following is not one of the Theories of Time?
Euleria Entrati	speaks	Presentism.
Euleria Entrati	speaks	Futurism.
Euleria Entrati	speaks	Eternalism.
Euleria Entrati	speaks	Incorrect. Were you paying attention during the lecture? Try again.
Euleria Entrati	speaks	Correct. Presentism and Eternalism are the principal Theories of Time.
Euleria Entrati	speaks	Incorrect. Were you paying attention during the lecture? Try again.
Euleria Entrati	speaks	Question Two. What is the principal of failing Presentism?
Euleria Entrati	speaks	It considers the Present to be the only reality.
Euleria Entrati	speaks	It has never been endorsed by an Archimedean of unblemished standing.
Euleria Entrati	speaks	It lacks elegance.
Euleria Entrati	speaks	It is not true.
Euleria Entrati	speaks	Correct. As the name implies, Presentism considers only the Present to be real.
Euleria Entrati	speaks	Incorrect. Prior to the discovery of the Void, many worthy Archimedeans of the past endorsed Presentism.
Euleria Entrati	speaks	Partially correct. While elegance is a valid measure of worthness. The primary failing of Presentism is adequacy. Try again.
Euleria Entrati	speaks	Incorrect. We are not concerned here with absolute truths. Only with truth at a relative scale. Demerit applied. Try again.
Euleria Entrati	speaks	Question Three. Lintana's parents have been captured, but she has a choice. The button that opens her mother's cell door will flood her father's cell with deadly radiation, and vise versa. She presses one of the buttons. Under Eternalism, which of the following statements is universally true?
Euleria Entrati	speaks	Only one of her parents will survive.
Euleria Entrati	speaks	Only one of her parents will die.
Euleria Entrati	speaks	Her parents will survive. Her parents will die.
Euleria Entrati	speaks	Incorrect. Versions of reality now exist in which each parent dies. Lintana is assigned to one of them, but the other is no less real and is theoretically accessible.
Euleria Entrati	speaks	Incorrect. Versions of reality now exist in which each parent dies. Lintana is assigned to one of them, but the other is no less real and is theoretically accessible.
Euleria Entrati	speaks	Correct. Versions of reality now exist in which each parent dies. Lintana is assigned to one of them, but the other is no less real and is theoretically accessible.
Zariman Announcer	speaks	Pardon the interruption. This is 'Zariman actual'. All decks, all stations, stand by for Reliquary field drill.
Cephalon Melica	speaks	Students, please direct your attention to the windows, you may find this instructive!
Zariman Announcer	speaks	--In ten...nine...eight...seven...six...five...four...three...two...
Drifter	speaks	How long does she have?
Hunhow	speaks	Not long. You must hunt Erra's Archons at once and take from them their power over restoration. Given such a task before you, I suspect you'll be gone before she.
Ordis	speaks	Forgive me, but... this would be a lot easier if you could use that old... uh... Tenno... magic. How did you lose it?
Drifter	speaks	I didn't. More like... I don't have it yet.
Ordis	speaks	I traced Eidolon signatures the best I could. These locations seem most likely.
Ordis	speaks	That interference again! There's got to be an Archon nearby.
Drifter	speaks	For once I hope you're right.
Erra	speaks	A curious weapon, Drifter. You seem to have made a powerful friend.
Hunhow	speaks	They have me, Erra. Until you come to your senses. Ballas is not one of us. He is a parasite, adapting to whatever suits him. He is using you... and our kind. Surely you see that.
Erra	speaks	--see what? A century of your failures? Your betrayal of your own people? Narmer has given our people more than you ever could. Victory. When my Archons have crushed this scant-fly, you'll be back to rotting in the deep. Alone.
Hunhow	speaks	The creature retreats! Wounded. Finish it.
Hunhow	speaks	Do not let the beast recover!
Hunhow	speaks	It lies in anguish ahead, but you have no choice.
Hunhow	speaks	Shadow, do not let them fail.
Hunhow	speaks	We need you, Shadow.
Hunhow	speaks	Shadow, lend them your power.
Ordis	speaks	Archon in the vicinity, Operat---Sorry. Old habit.
Drifter	speaks	Don't sweat it.
Ordis	speaks	Hmm. A new one. I don't think I get it either.
Erra	speaks	I know you. I feel it. Itching in my mind. You're not just some lucky Drifter, are you? Well, my Archon will be prepared for you and your friend. I'm afraid that luck of yours is all spent.
Hunhow	speaks	Erra. Call off these aberrations. Give your sister a second chance at freedom. Are you so blind to the truth? You haven't won. You are a Dax in every way but name. A servant to the old Golden Lord.
Erra	speaks	A second chance? I see. You're not just trying to stop my Archons from finding her... you're trying to bring her back yourself. Either way, she'll soon be returned to us and this time... as Natah. Purged of Tenno lies and human weakness.
Erra	speaks	Why do you conspire against me father? There is peace and dominion now. The first in centuries. Our people will finally flourish as we were meant to, atop the pyramid of living things. All of us... as one.
Hunhow	speaks	Are you trying to convince me... or yourself, son?
Nora Night	speaks	Well now, children. Well now. One of you out there is slayin' dragons, and doing it in style. Keep those hits comin'... Drifter.
Ordis	speaks	By the stars...
Lotus	speaks	(gasps)
Lotus	speaks	More?
Drifter	speaks	Soon. Soon. I promise.
Lotus	speaks	More!
Lotus	speaks	(growls)
Jenva	speaks	I'm hungry...
Berryn	speaks	Was that... was that my mom?
Cephalon Melica	speaks	Class. C-C-Classssssss. Void Jump in fif-fif-fif. Class. Student.
Cephalon Melica	speaks	Class. C-C-Classssssss. Void Jump in fif-fif-fif. Class. Student.
Operator (Heron/Owl)	speaks	Cephalon, kill lights, and switch off.
Operator (Raven/Falcon)	speaks	Cephalon, kill the lights, and switch off.
Cephalon Melica	speaks	Void Jump commencing! How ex---cit---ing
Operator	speaks	Quiet, everyone. Keep your voices down.
Terolee	speaks	Why is this happening to us? What did we do wrong?
Operator	speaks	Something went wrong with the jump. But we'll survive. Promise.
Operator (Heron)	speaks	Just, just try to keep quiet... and don't let him fall asleep, okay?
Operator (Owl)	speaks	Just try to keep quiet... and don't let him fall asleep, okay?
Operator (Raven)	speaks	Hey, just, just try to keep quiet... and don't let him fall asleep, okay?
Operator (Falcon)	speaks	Just try to keep quiet... and don't let him fall asleep, okay?
Operator	speaks	I don't know, but we're going to figure it out together, okay?
Terolee	speaks	Okay.
Operator	speaks	Hey. Why don't you go sit closer to the others until we get environmental back?
Berryn	speaks	M-M-My mom's coming to get me soon.
Operator (Heron)	speaks	Oh please, would you snap out of it? We're on our own now.
Operator (Owl/Raven/Falcon)	speaks	Snap out of it. We're on our own now.
Operator	speaks	No. She's not. We're going to be your family for a while, okay?
Operator	speaks	I know. But go on. Just for now.
Berryn	speaks	N-No. My mom's coming.
Operator	speaks	Hey, lose your light? Here, you can take mine.
Ordis	speaks	Two left. Just a simple choice between the horrible one and the terrifying one.
Nora Night	speaks	Fairy stories ain't ever just about how monsters are real. They're lessons in how monsters can be killed. Here's to you, Drifter Drifter Archon-killer, and closing the book on this particular fever dream.
Ordis	speaks	I'm a little unsure about this. Last time she snapped at you, what will it be this time?
Drifter	speaks	Unless she sprouts fangs I'm sure it's fine. Besides... there's still another Archon after this.
Drifter	speaks	No biting this time, okay?
Lotus	speaks	Who are you?
Drifter	speaks	I'm... well... I'm not...
Drifter	speaks	I'm Tenno! Zariman. All that!
Lotus	speaks	Ten-no? Lies.
Operator	speaks	(gasp)
Operator	speaks	(gasp)
Ordis	speaks	She's full-on Sentient... she doesn't know who you are!
Drifter	speaks	No shit!
Ordis	speaks	What do we do?
Lotus	speaks	Ten-no?
Ordis	speaks	Run!
Ordis	speaks	Operator, run!
Ordis	speaks	Get away from her!
Lotus	speaks	Lies!
Drifter	speaks	Ordis!? No!
Drifter	speaks	(panting)
Ordis	speaks	D-D-Don't s-s-sweat it!
Drifter	speaks	(wincing)
Drifter	speaks	(wincing)
Drifter	speaks	(choking)
Lotus	speaks	My child...
Ballas	speaks	Devils from that other hell.
Operator	speaks	(grunts)
Operator	speaks	(yells)
Operator	speaks	You're... alive?
Lotus	speaks	I don't know what I am...
Lotus	speaks	... But I know what I must do.
Erra	speaks	It is her, I am certain.
Ballas	speaks	But of course your Archons have her.
Ballas	speaks	Tenno?!
Ballas	speaks	Even hell was not hot enough to split them!
